1997 NAICS,NAICS Part Indicator,1997 NAICS Title,SIC,SIC Part Indicator,SIC Title and Part Description
31321,b,Broadwoven Fabric Mills,2221,,"Broadwoven Fabric Mills, Manmade Fiber and"
31321,c,Broadwoven Fabric Mills,2231,*,"Broadwoven Fabric Mills, Wool (Including Dyeing and Finishing) (except wool finishing only)"
31321,d,Broadwoven Fabric Mills,2299,*,"Textile Goods, NEC (broadwoven fabrics of jute, linen, hemp, and ramie and handwoven)"
313221,a,Narrow Fabric Mills,2241,,"Narrow Fabric and Other Smallware Mills: Cotton, Wool, Silk and Manmade Fiber"
313221,b,Narrow Fabric Mills,2299,*,"Textile Goods, NEC (narrow woven fabric of jute, linen, hemp, and ramie)"
313222,,Schiffli Machine Embroidery,2397,,Schiffli Machine Embroideries
31323,a,Nonwoven Fabric Mills,2297,,Nonwoven Fabrics
31323,b,Nonwoven Fabric Mills,2299,*,"Textile Goods, NEC (nonwoven felt)"
313241,a,Weft Knit Fabric Mills,2257,*,Weft Knit Fabric Mills (except finishing)
313241,b,Weft Knit Fabric Mills,2259,*,Knitting Mills NEC (finished articles of weft knit fabric)
313249,a,Other Knit Fabric and Lace Mills,2258,*,Lace and Warp Knit Fabric Mills (except finishing)
313249,b,Other Knit Fabric and Lace Mills,2259,*,Knitting Mills NEC (finished articles of warp knit fabric)
313311,a,Broadwoven Fabric Finishing Mills,2231,*,"Broadwoven Fabric Mills, Wool (wool broadwoven fabric finishing only)"
313311,b,Broadwoven Fabric Finishing Mills,2261,,Finishers of Broadwoven Fabrics of Cotton
313311,c,Broadwoven Fabric Finishing Mills,2262,,Finishers of Broadwoven Fabrics of Manmade Fiber and Silk
313311,d,Broadwoven Fabric Finishing Mills,5131,*,Piece Goods and Notions (broadwoven piece good converters)
313311,e,Broadwoven Fabric Finishing Mills,7389,*,"Business Services, NEC (sponging fabric for tailors and dressmakers)"
313312,a,Textile and Fabric Finishing (except Broadwoven Fabric) Mills,2231,*,"Broadwoven Fabric Mills, Wool (wool finishing only, except broadwoven fabric)"
313312,b,Textile and Fabric Finishing (except Broadwoven Fabric) Mills,2251,*,"Women's Full-Length and Knee-Length Hosiery, Except Socks (dyeing and finishing only)"
313312,c,Textile and Fabric Finishing (except Broadwoven Fabric) Mills,2252,*,"Hosiery, NEC (dyeing and finishing only)"
313312,d,Textile and Fabric Finishing (except Broadwoven Fabric) Mills,2253,*,Knit Outerwear Mills (dyeing and finishing only)
313312,e,Textile and Fabric Finishing (except Broadwoven Fabric) Mills,2254,*,Knit Underwear and Nightwear Mills (dyeing and finishing only)
313312,f,Textile and Fabric Finishing (except Broadwoven Fabric) Mills,2257,*,Weft Knit Fabric Mills (finishing)
313312,g,Textile and Fabric Finishing (except Broadwoven Fabric) Mills,2258,*,Lace and Warp Knit Fabric Mills (finishing)
313312,h,Textile and Fabric Finishing (except Broadwoven Fabric) Mills,2259,*,"Knitting Mills, NEC (dyeing and finishing knit gloves and mittens)"
313312,i,Textile and Fabric Finishing (except Broadwoven Fabric) Mills,2269,,"Finishers of Textiles, NEC"
313312,j,Textile and Fabric Finishing (except Broadwoven Fabric) Mills,2284,*,Thread Mills (thread finishing)
313312,k,Textile and Fabric Finishing (except Broadwoven Fabric) Mills,2299,*,"Textile Goods, NEC (finishing hard fiber thread and yarn)"
313312,l,Textile and Fabric Finishing (except Broadwoven Fabric) Mills,5131,*,"Piece Goods and Notions (converters, except broadwoven fabric)"
31332,a,Fabric Coating Mills,2295,,"Coated Fabrics, Not Rubberized"
31332,b,Fabric Coating Mills,3069,*,"Fabricated Rubber Products, NEC (rubberizing fabric or purchased textile products)"
31411,,Carpet and Rug Mills,2273,,Carpets and Rugs
314121,a,Curtain and Drapery Mills,2391,,Curtains and Draperies
314121,b,Curtain and Drapery Mills,5714,*,"Drapery, Curtain, and Upholstery Stores (custom drapes)"
314129,a,Other Household Textile Product Mills,2392,*,"Housefurnishings, Except Curtains and Draperies (except mops and bags)"
314129,b,Other Household Textile Product Mills,5714,*,"Drapery, Curtain, and Upholstery Stores (custom slipcovers)"
314911,a,Textile Bag Mills,2392,*,"Housefurnishings, Except Curtains and Draperies (blanket, laundry, and garment storage bags)"
314911,b,Textile Bag Mills,2393,,Textile Bags
314912,,Canvas and Related Product Mills,2394,,Canvas and Related Products
314991,,"Rope, Cordage, and Twine Mills",2298,,Cordage and Twine
314992,,Tire Cord and Tire Fabric Mills,2296,,Tire Cord and Fabrics
314999,a,All Other Miscellaneous Textile Product Mills,2299,*,"Textile Goods, NEC (recovery and processing of fibers and waste)"
314999,b,All Other Miscellaneous Textile Product Mills,2392,*,"Housefurnishings, Except Curtains and Draperies (dust rags)"
314999,c,All Other Miscellaneous Textile Product Mills,2395,*,"Pleating, Decorative and Novelty Stitching, and Tucking for the Trade (except apparel contractors)"
314999,d,All Other Miscellaneous Textile Product Mills,3569,*,"General Industrial Machinery and Equipment, NEC (textile fire hose)"
314999,e,All Other Miscellaneous Textile Product Mills,7389,*,"Business Services, NEC (embroidery of advertising on shirts and rug binding for the trade)"
314999,f,All Other Miscellaneous Textile Product Mills,2396,*,"Automotive Trimmings, Apparel Findings, and Related Products (textile products except automotive trimmings; apparel bindings and trimmings; and printing and embossing on fabric articles)"
314999,g,All Other Miscellaneous Textile Product Mills,2399,*,"Fabricated Textile Products, NEC (except apparel, automotive seat belts, and seat and tire covers)"
315111,a,Sheer Hosiery Mills,2251,*,"Women's Full-Length and Knee-Length Hosiery, (except dyeing and finishing only)"
315111,b,Sheer Hosiery Mills,2252,*,"Hosiery, NEC (girls' hosiery except dyeing and finishing only)"
315119,,Other Hosiery and Sock Mills,2252,*,"Hosiery, NEC (socks except dyeing and finishing only)"
315191,a,Outerwear Knitting Mills,2253,*,"Knit Outerwear Mills (except dyeing and finishing only, and bath robes and lounge robes)"
315191,b,Outerwear Knitting Mills,2259,*,"Knitting Mills, NEC (gloves and mittens)"
315192,a,Underwear and Nightwear Knitting Mills,2254,*,Knit Underwear and Nightwear Mills (except dyeing and finishing only)
315192,b,Underwear and Nightwear Knitting Mills,2259,*,"Knitting Mills, NEC (girdles)"
315192,c,Underwear and Nightwear Knitting Mills,2253,*,Knit Outerwear Mills (bath robes and lounge robes made in knitting mills except dying and finishing only)
315211,a,Men's and Boys' Cut and Sew Apparel Contractors,2311,*,"Men's and Boys' Suits, Coats, and Overcoats (contractors)"
315211,b,Men's and Boys' Cut and Sew Apparel Contractors,2321,*,"Men's and Boys' Shirts, Except Work Shirts (contractors)"
315211,c,Men's and Boys' Cut and Sew Apparel Contractors,2322,*,Men's and Boys' Underwear and Nightwear (contractors)
315211,d,Men's and Boys' Cut and Sew Apparel Contractors,2323,*,Men's and Boys' Neckwear (contractors)
315211,e,Men's and Boys' Cut and Sew Apparel Contractors,2325,*,Men's and Boys' Trousers and Slacks (contractors)
315211,f,Men's and Boys' Cut and Sew Apparel Contractors,2326,*,Men's and Boys' Work Clothing (contractors)
315211,g,Men's and Boys' Cut and Sew Apparel Contractors,2329,*,"Men's and Boys' Clothing, NEC (contractors)"
315211,h,Men's and Boys' Cut and Sew Apparel Contractors,2341,*,"Women's, Misses', Children's, and Infants' Underwear and Nightwear (boys' contractors)"
315211,i,Men's and Boys' Cut and Sew Apparel Contractors,2353,*,"Hats, Caps, and Millinery (men's and boys' contractors)"
315211,j,Men's and Boys' Cut and Sew Apparel Contractors,2361,*,"Girls', Children's, and Infants' Dresses, Blouses, and Shirts (boys' contractors)"
315211,k,Men's and Boys' Cut and Sew Apparel Contractors,2369,*,"Girls', Children's, and Infants' Outerwear, NEC (boys' contractors)"
315211,l,Men's and Boys' Cut and Sew Apparel Contractors,2371,*,Fur Goods (men's and boys' contractors)
315211,m,Men's and Boys' Cut and Sew Apparel Contractors,2381,*,"Dress and Work Gloves, Except Knit and All-Leather (men's and boys' contractors)"
315211,n,Men's and Boys' Cut and Sew Apparel Contractors,2384,*,Robes and Dressing Gowns (men's and boys' contractors)
315211,o,Men's and Boys' Cut and Sew Apparel Contractors,2385,*,Waterproof Outerwear (men's and boys' contractors)
315211,p,Men's and Boys' Cut and Sew Apparel Contractors,2386,*,Leather and Sheep-Lined Clothing ( men's and boys' contractors)
315211,q,Men's and Boys' Cut and Sew Apparel Contractors,2387,*,Apparel Belts (men's and boy's contractors)
315211,r,Men's and Boys' Cut and Sew Apparel Contractors,2389,*,"Apparel and Accessories, NEC (contractors)"
315211,s,Men's and Boys' Cut and Sew Apparel Contractors,2395,*,"Pleating, Decorative and Novelty Stitching, and Tucking for the Trade (men's and boy's apparel contractors)"
315211,t,Men's and Boys' Cut and Sew Apparel Contractors,3151,*,Leather Gloves and Mittens ( men's and boys' contractors)
315212,a,"Women's, Girls', and Infants' Cut and Sew Apparel Contractors",2331,*,"Women's, Misses', and Juniors' Blouses and Shirts (contractors)"
315212,b,"Women's, Girls', and Infants' Cut and Sew Apparel Contractors",2335,*,"Women's, Misses' and Juniors' Dresses (contractors)"
315212,c,"Women's, Girls', and Infants' Cut and Sew Apparel Contractors",2337,*,"Women's, Misses', and Juniors' Suits, Skirts, and Coats (contractors)"
315212,d,"Women's, Girls', and Infants' Cut and Sew Apparel Contractors",2339,*,"Women's, Misses', and Juniors' Outerwear, NEC (contractors)"
315212,e,"Women's, Girls', and Infants' Cut and Sew Apparel Contractors",2341,*,"Women's, Misses', Children's, and Infants' Underwear and Nightwear (contractors)"
315212,f,"Women's, Girls', and Infants' Cut and Sew Apparel Contractors",2342,*,"Brassieres, Girdles, and Allied Garments (contractors)"
315212,g,"Women's, Girls', and Infants' Cut and Sew Apparel Contractors",2353,*,"Hats, Caps, and Millinery (women's, girls', and infants' contractors)"
315212,h,"Women's, Girls', and Infants' Cut and Sew Apparel Contractors",2361,*,"Girls', Children's, and Infants' Dresses, Blouses, and Shirts (girls' and infants' contractors)"
315212,i,"Women's, Girls', and Infants' Cut and Sew Apparel Contractors",2369,*,"Girls', Children's, and Infants' Outerwear, NEC (girls' and infants' contractors)"
315212,j,"Women's, Girls', and Infants' Cut and Sew Apparel Contractors",2371,*,"Fur Goods ( women's, girls' and infants' contractors)"
315212,k,"Women's, Girls', and Infants' Cut and Sew Apparel Contractors",2381,*,"Dress and Work Gloves, Except Knit and All-Leather (woman's, girls', and infants' contractors)"
315212,l,"Women's, Girls', and Infants' Cut and Sew Apparel Contractors",2384,*,"Robes and Dressing Gowns (women's, girls', and infants' contractors)"
315212,m,"Women's, Girls', and Infants' Cut and Sew Apparel Contractors",2385,*,"Waterproof Outerwear (women's, girls', and infants' contractors)"
315212,n,"Women's, Girls', and Infants' Cut and Sew Apparel Contractors",2386,*,"Leather and Sheep-Lined Clothing (women's, girls', and infants' contractors)"
315212,o,"Women's, Girls', and Infants' Cut and Sew Apparel Contractors",2387,*,"Apparel Belts (women's, girls', and infants' contractors)"
315212,p,"Women's, Girls', and Infants' Cut and Sew Apparel Contractors",2389,*,"Apparel and Accessories, NEC (contractors)"
315212,q,"Women's, Girls', and Infants' Cut and Sew Apparel Contractors",2395,*,"Pleating, Decorative and Novelty Stitching, and Tucking for the Trade (women's, girls', and infants' apparel contractors)"
315212,r,"Women's, Girls', and Infants' Cut and Sew Apparel Contractors",3151,*,"Leather Gloves and Mittens (women's, girls', and infants' contractors)"
315221,a,Men's and Boys' Cut and Sew Underwear and Nightwear Manufacturing,2322,*,Men's and Boys' Underwear and Nightwear (except contractors)
315221,b,Men's and Boys' Cut and Sew Underwear and Nightwear Manufacturing,2341,*,"Women's, Misses', Children's, and Infants' Underwear and Nightwear (boys' except contractors)"
315221,c,Men's and Boys' Cut and Sew Underwear and Nightwear Manufacturing,2369,*,"Girls', Children's, and Infants' Outerwear, NEC (boys' robes except contractors)"
315221,d,Men's and Boys' Cut and Sew Underwear and Nightwear Manufacturing,2384,*,Robes and Dressing Gowns (men's except contractors)
315222,a,"Men's and Boys' Cut and Sew Suit, Coat, and Overcoat Manufacturing",2311,*,"Men's and Boys' Suits, Coats, and Overcoats (except contractors)"
315222,b,"Men's and Boys' Cut and Sew Suit, Coat, and Overcoat Manufacturing",2369,*,"Girls', Children's, and Infants' Outerwear, NEC (boys' suits and coats except contractors)"
315222,c,"Men's and Boys' Cut and Sew Suit, Coat, and Overcoat Manufacturing",2385,*,"Waterproof Outerwear (men's and boys' water resistant or water repellent tailored overcoats, except contractors)"
315222,d,"Men's and Boys' Cut and Sew Suit, Coat, and Overcoat Manufacturing",5699,*,Miscellaneous Apparel and Accessory Stores (custom tailors)
315223,a,Men's and Boys' Cut and Sew Shirt (except Work Shirt) Manufacturing,2321,*,"Men's and Boys' Shirts, Except Work Shirts (except contractors)"
315223,b,Men's and Boys' Cut and Sew Shirt (except Work Shirt) Manufacturing,2361,*,"Girls', Children's, and Infants' Dresses, Blouses, and Shirts (boys' shirts except contractors)"
315223,c,Men's and Boys' Cut and Sew Shirt (except Work Shirt) Manufacturing,5699,*,Miscellaneous Apparel and Accessory Stores (custom tailors)
315224,a,"Men's and Boys' Cut and Sew Trouser, Slack, and Jean Manufacturing",2325,*,Men's and Boys' Trousers and Slacks (except contractors)
315224,b,"Men's and Boys' Cut and Sew Trouser, Slack, and Jean Manufacturing",2369,*,"Girls', Children's, and Infants' Outerwear, NEC (boys' trousers, slacks, and jeans except contractors)"
315225,,Men's and Boys' Cut and Sew Work Clothing Manufacturing,2326,*,Men's and Boys' Work Clothing (except contractors)
315228,a,Men's and Boys' Cut and Sew Other Outerwear Manufacturing,2329,*,"Men's and Boys' Clothing, NEC (men's and boys' other outerwear except contractors)"
315228,b,Men's and Boys' Cut and Sew Other Outerwear Manufacturing,2369,*,"Girls', Children's, and Infants' Outerwear, NEC (boys' other outerwear except contractors)"
315228,c,Men's and Boys' Cut and Sew Other Outerwear Manufacturing,2385,*,"Waterproof Outerwear (men's and boys' water resistant or water repellent nontailored outerwear, except rubber and plastics and contractors)"
315231,a,"Women's and Girls' Cut and Sew Lingerie, Loungewear, and Nightwear Manufacturing",2341,*,"Women's, Misses', Children's, and Infants' Underwear and Nightwear (women and girls' except contractors)"
315231,b,"Women's and Girls' Cut and Sew Lingerie, Loungewear, and Nightwear Manufacturing",2342,*,"Brassieres, Girdles, and Allied Garments (except contractors)"
315231,c,"Women's and Girls' Cut and Sew Lingerie, Loungewear, and Nightwear Manufacturing",2369,*,"Girls', Children's, and Infants' Outerwear, NEC (girls' robes except contractors)"
